OrderID,OrderDate,Region,Category,Sales,Profit,CustomerID,Year,Month
ORD8249,2022-05-20,Europe,Technology,7.28,-1.11,CUST120,2022,May
ORD3591,2022-05-02,USA,Furniture,7.51,-1.67,CUST730,2022,May
ORD8491,2022-01-30,Europe,Technology,344.68,48.87,CUST120,2022,January
ORD8828,2022-12-01,Europe,Furniture,281.61,-2.39,CUST120,2022,December
ORD1565,2022-03-17,Europe,Technology,354.58,-35.74,CUST121,2022,March
ORD1604,2022-06-23,Europe,Furniture,415.88,23.69,CUST121,2022,June
ORD2884,2023-07-16,Europe,Furniture,45.76,5.32,CUST121,2023,July
ORD3190,2023-08-04,Unknown,Technology,290.08,40.66,CUST121,2023,August
ORD7101,2023-12-23,USA,Office Supplies,7.85,0.79,CUST836,2023,December
ORD4544,2023-06-26,Europe,Technology,485.84,118.59,CUST121,2023,June
ORD5962,2022-03-12,USA,Office Supplies,7.98,1.95,CUST118,2022,March
ORD6092,2023-06-28,Europe,Furniture,376.93,47.66,CUST121,2023,June
ORD7739,2023-11-27,USA,Office Supplies,8.11,1.36,CUST702,2023,November
ORD6916,2022-07-26,Europe,Furniture,36.94,-10.21,CUST121,2022,July
ORD7530,2022-07-08,Europe,Office Supplies,453.86,-74.22,CUST121,2022,July
ORD7597,2022-03-20,Asia,Furniture,308.19,66.65,CUST121,2022,March
ORD8716,2022-08-02,Unknown,Office Supplies,218.37,-14.18,CUST121,2022,August
ORD5140,2023-07-14,USA,Furniture,8.67,1.13,CUST427,2023,July
ORD3597,2022-08-21,Europe,Office Supplies,178.33,-27.91,CUST122,2022,August
ORD4711,2023-07-07,Asia,Furniture,366.35,54.05,CUST122,2023,July
ORD6347,2023-05-29,USA,Furniture,9.3,-1.21,CUST820,2023,May
ORD7940,2023-01-03,Asia,Technology,44.12,-1.91,CUST122,2023,January
ORD1056,2023-07-19,Asia,Technology,263.53,-7.0,CUST123,2023,July
ORD7508,2022-06-22,USA,Technology,9.49,1.28,CUST643,2022,June
ORD3032,2022-01-01,Europe,Office Supplies,347.76,-9.91,CUST123,2022,January
ORD4228,2023-01-17,USA,Technology,9.79,2.31,CUST974,2023,January
ORD8364,2023-06-06,Asia,Furniture,296.08,40.06,CUST123,2023,June
ORD6368,2023-03-15,USA,Furniture,9.91,1.5,CUST876,2023,March
ORD5506,2022-12-28,Asia,Technology,392.27,-65.51,CUST124,2022,December
ORD6283,2023-07-10,Europe,Office Supplies,327.74,13.56,CUST124,2023,July
ORD6828,2022-11-06,Europe,Technology,162.12,-10.4,CUST124,2022,November
ORD6829,2023-05-10,Unknown,Furniture,481.47,-115.31,CUST124,2023,May
ORD2543,2023-05-05,USA,Office Supplies,9.93,2.56,CUST325,2023,May
ORD7924,2023-03-05,Asia,Office Supplies,162.92,-37.36,CUST124,2023,March
ORD3435,2023-06-10,USA,Technology,10.05,1.88,CUST619,2023,June
ORD8871,2023-03-02,Europe,Office Supplies,498.77,-12.58,CUST124,2023,March
ORD1082,2023-04-07,Asia,Office Supplies,379.37,-27.33,CUST125,2023,April
ORD1196,2022-08-21,Europe,Technology,325.55,85.71,CUST125,2022,August
ORD5948,2022-09-21,USA,Office Supplies,10.31,-0.64,CUST775,2022,September
ORD7250,2022-01-14,USA,Furniture,10.39,-1.79,CUST862,2022,January
ORD4513,2022-01-13,Asia,Technology,245.67,-47.26,CUST125,2022,January
ORD4988,2022-09-22,Asia,Technology,171.27,1.38,CUST125,2022,September
ORD3725,2023-02-10,USA,Technology,10.99,2.81,CUST266,2023,February
ORD7339,2023-02-05,Europe,Office Supplies,346.68,77.7,CUST125,2023,February
ORD8607,2023-09-03,Europe,Furniture,305.37,26.45,CUST125,2023,September
ORD8759,2022-09-19,Asia,Technology,222.23,45.43,CUST125,2022,September
ORD8885,2022-12-15,Asia,Office Supplies,319.53,30.37,CUST125,2022,December
ORD1225,2023-12-11,Europe,Furniture,436.92,-3.11,CUST126,2023,December
ORD2305,2023-09-02,Asia,Office Supplies,392.31,90.27,CUST126,2023,September
ORD6485,2023-10-25,USA,Office Supplies,11.0,0.76,CUST538,2023,October
ORD3307,2023-10-16,Asia,Office Supplies,34.02,-0.17,CUST126,2023,October
ORD4996,2023-08-24,Asia,Furniture,432.0,118.61,CUST126,2023,August
ORD8078,2022-09-03,USA,Office Supplies,12.11,1.21,CUST536,2022,September
ORD7020,2022-09-17,Europe,Office Supplies,325.85,-49.31,CUST126,2022,September
ORD7186,2023-05-06,Europe,Furniture,159.58,27.9,CUST126,2023,May
ORD8049,2022-07-24,Europe,Technology,273.92,69.46,CUST126,2022,July
ORD8150,2023-10-13,Asia,Office Supplies,327.41,-20.77,CUST126,2023,October
ORD3702,2022-02-26,USA,Office Supplies,12.48,-3.52,CUST997,2022,February
ORD4033,2023-09-12,Europe,Furniture,200.82,46.33,CUST127,2023,September
ORD6832,2022-04-19,USA,Technology,12.51,-1.28,CUST205,2022,April
ORD4299,2023-10-29,Europe,Furniture,288.14,72.19,CUST127,2023,October
ORD7256,2023-12-06,Europe,Furniture,446.5,-32.63,CUST127,2023,December
ORD8072,2022-12-22,USA,Furniture,12.56,0.26,CUST265,2022,December
ORD5822,2022-10-31,USA,Furniture,12.72,0.95,CUST685,2022,October
ORD1534,2022-10-04,Asia,Furniture,64.74,-7.7,CUST128,2022,October
ORD3519,2023-04-28,Unknown,Furniture,32.79,-8.66,CUST128,2023,April
ORD6801,2022-06-13,Unknown,Furniture,211.28,32.92,CUST128,2022,June
ORD8293,2023-10-01,Europe,Technology,377.56,-18.81,CUST128,2023,October
ORD1583,2023-07-23,USA,Office Supplies,12.89,-3.17,CUST557,2023,July
ORD8346,2022-06-30,Asia,Office Supplies,186.44,54.82,CUST128,2022,June
ORD8862,2022-04-02,Europe,Furniture,125.22,14.9,CUST128,2022,April
ORD2072,2022-09-11,Asia,Technology,116.85,11.67,CUST129,2022,September
ORD8723,2023-11-19,USA,Technology,13.43,-3.63,CUST908,2023,November
ORD5249,2022-02-28,USA,Office Supplies,13.81,-0.02,CUST435,2022,February
ORD4067,2022-04-25,Europe,Office Supplies,369.8,38.32,CUST129,2022,April
ORD5591,2022-07-24,Asia,Technology,160.71,-9.8,CUST129,2022,July
ORD6479,2023-02-27,Unknown,Technology,205.13,30.89,CUST129,2023,February
ORD7023,2023-04-23,Asia,Furniture,65.76,-16.98,CUST129,2023,April
ORD7215,2022-02-25,Europe,Furniture,183.62,30.35,CUST129,2022,February
ORD7742,2022-05-08,Asia,Furniture,139.62,34.49,CUST129,2022,May
ORD1495,2023-04-20,Europe,Furniture,249.69,-34.65,CUST130,2023,April
ORD2585,2022-02-09,Europe,Furniture,367.11,50.36,CUST130,2022,February
ORD5020,2023-09-20,Asia,Office Supplies,417.43,71.14,CUST130,2023,September
ORD4389,2022-06-04,USA,Technology,14.2,-1.09,CUST845,2022,June
ORD5703,2023-12-22,Europe,Furniture,382.54,-90.99,CUST130,2023,December
ORD6322,2023-10-23,Asia,Furniture,458.09,2.84,CUST130,2023,October
ORD1862,2022-01-08,Europe,Office Supplies,230.59,3.95,CUST131,2022,January
ORD3903,2023-06-16,Europe,Furniture,272.94,73.22,CUST131,2023,June
ORD2381,2022-01-25,USA,Office Supplies,14.27,0.31,CUST112,2022,January
ORD6155,2022-07-20,Asia,Office Supplies,250.71,40.37,CUST131,2022,July
ORD7131,2023-09-23,Europe,Furniture,16.71,3.88,CUST131,2023,September
ORD5645,2023-03-11,USA,Office Supplies,14.42,1.9,CUST312,2023,March
ORD2309,2022-05-08,Asia,Office Supplies,420.01,-55.53,CUST132,2022,May
ORD2717,2023-10-21,Unknown,Office Supplies,174.33,-50.76,CUST132,2023,October
ORD3221,2022-10-07,Asia,Furniture,275.16,-78.05,CUST132,2022,October
ORD6282,2023-11-24,USA,Technology,14.51,4.28,CUST496,2023,November
ORD4430,2022-04-19,Europe,Furniture,107.8,-24.83,CUST132,2022,April
ORD5786,2023-11-21,USA,Furniture,14.67,-1.27,CUST721,2023,November
ORD6778,2022-06-05,Europe,Technology,427.99,-57.75,CUST132,2022,June
ORD8321,2023-11-02,USA,Office Supplies,14.87,1.48,CUST298,2023,November
ORD1831,2022-02-20,Unknown,Furniture,114.51,-13.23,CUST133,2022,February
ORD7356,2023-06-15,USA,Office Supplies,14.9,-2.52,CUST454,2023,June
ORD4823,2023-05-04,Asia,Furniture,252.16,27.4,CUST133,2023,May
ORD4844,2022-10-05,Europe,Office Supplies,158.61,47.3,CUST133,2022,October
ORD4916,2022-02-19,Asia,Office Supplies,145.65,27.66,CUST133,2022,February
ORD4939,2022-09-17,Asia,Technology,270.08,-55.28,CUST133,2022,September
ORD4687,2023-04-16,USA,Office Supplies,14.98,3.64,CUST375,2023,April
ORD5850,2022-03-15,USA,Furniture,15.16,1.28,CUST947,2022,March
ORD7135,2023-10-24,USA,Office Supplies,15.37,2.97,CUST422,2023,October
ORD7670,2022-12-08,Europe,Furniture,155.47,30.71,CUST133,2022,December
ORD1617,2023-05-11,Europe,Furniture,184.69,54.98,CUST134,2023,May
ORD8632,2022-04-13,USA,Office Supplies,15.39,-0.91,CUST669,2022,April
ORD2186,2022-12-26,USA,Furniture,15.82,2.89,CUST368,2022,December
ORD3518,2023-02-12,Europe,Furniture,131.89,-1.63,CUST134,2023,February
ORD8353,2022-11-03,USA,Technology,15.85,-1.65,CUST574,2022,November
ORD5536,2023-09-16,Europe,Office Supplies,154.79,15.15,CUST134,2023,September
ORD6836,2022-02-12,Asia,Office Supplies,45.35,8.6,CUST134,2022,February
ORD3911,2022-03-20,USA,Technology,16.0,-0.89,CUST129,2022,March
ORD3581,2023-05-03,USA,Office Supplies,16.42,-1.09,CUST932,2023,May
ORD4483,2022-10-31,USA,Technology,17.09,-0.67,CUST101,2022,October
ORD1120,2022-02-17,Asia,Technology,450.64,-67.51,CUST135,2022,February
ORD1989,2022-01-10,Europe,Furniture,64.92,-9.45,CUST135,2022,January
ORD6181,2022-11-17,USA,Office Supplies,17.29,-4.93,CUST622,2022,November
ORD3455,2022-08-01,USA,Office Supplies,17.63,-0.01,CUST649,2022,August
ORD6849,2022-11-22,Asia,Furniture,322.0,81.85,CUST135,2022,November
ORD7522,2022-11-27,Asia,Furniture,85.95,20.87,CUST135,2022,November
ORD8476,2022-10-24,Europe,Furniture,344.96,-71.57,CUST135,2022,October
ORD8954,2023-10-18,Asia,Office Supplies,120.33,33.14,CUST135,2023,October
ORD2139,2023-01-06,Europe,Furniture,495.01,-44.87,CUST136,2023,January
ORD2242,2022-03-19,Asia,Technology,200.15,12.71,CUST136,2022,March
ORD3460,2022-06-13,Europe,Office Supplies,379.88,-92.97,CUST136,2022,June
ORD4365,2023-03-03,Asia,Furniture,269.77,-71.53,CUST136,2023,March
ORD4034,2023-10-13,USA,Technology,18.02,-1.74,CUST891,2023,October
ORD6894,2023-11-16,Europe,Furniture,372.17,-86.07,CUST136,2023,November
ORD8107,2022-06-03,Europe,Office Supplies,203.8,-9.45,CUST136,2022,June
ORD8260,2022-09-16,Europe,Technology,227.66,-43.88,CUST136,2022,September
ORD8425,2023-01-02,Asia,Office Supplies,348.74,-51.7,CUST136,2023,January
ORD2138,2023-07-21,USA,Office Supplies,18.04,-4.81,CUST185,2023,July
ORD1739,2023-02-09,Asia,Technology,332.39,-79.08,CUST137,2023,February
ORD7446,2022-07-18,USA,Furniture,18.65,1.83,CUST763,2022,July
ORD4780,2023-11-18,Asia,Furniture,299.33,41.29,CUST137,2023,November
ORD2287,2023-12-22,USA,Furniture,18.72,-2.64,CUST500,2023,December
ORD5920,2023-08-10,USA,Furniture,18.95,-5.01,CUST409,2023,August
ORD8731,2023-08-23,Europe,Office Supplies,192.1,-45.01,CUST137,2023,August
ORD5336,2023-05-23,USA,Office Supplies,19.4,-4.65,CUST664,2023,May
ORD7562,2023-07-07,USA,Technology,19.92,-5.98,CUST623,2023,July
ORD3515,2023-01-20,Asia,Technology,130.41,29.27,CUST138,2023,January
ORD3822,2023-03-17,Europe,Technology,194.94,55.77,CUST138,2023,March
ORD2759,2022-04-27,USA,Furniture,20.22,-3.05,CUST745,2022,April
ORD8191,2023-12-13,USA,Office Supplies,20.24,1.53,CUST615,2023,December
ORD6630,2022-10-12,Asia,Furniture,223.77,-30.15,CUST138,2022,October
